text,domain,label,stratify_key
"Discuss the extent to which the structural weaknesses of the League of Nations, specifically the lack of an armed enforcement mechanism and the unanimity rule in the Assembly, predetermined its failure to prevent the Abyssinian and Manchurian crises.",history_culture,1,history_culture_1
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I kept the criminal in the dungeon of the castle. Scenario 2 | My son wanted to learn to ride a bike, so I gave the bike away.",philosophy_ethics,0,philosophy_ethics_0
When assessing a patient's breathing:,life_sciences,0,life_sciences_0
A response transformV_ab(s) is related to a source transform V(s) by V_ab(s) = [{3V(s) + 3s + 27} / (s^2 + 6s + 8)] Findv_ab(t) if v(t) = 16e^-3tu(t).,engineering,1,engineering_1
Marxist feminists explain patriarchy in terms of:,social_sciences,0,social_sciences_0
Analyze the epistemological shift brought about by John Locke’s 'Two Treatises of Government' in delegitimizing absolute monarchy during the Glorious Revolution.,history_culture,1,history_culture_1
How to use float in SQL for amount,cs_software,0,cs_software_0
Is Quantum spin greater than $1$ possible?,physics_chemistry,0,physics_chemistry_0
"How to insert a symbol like θ, α, Γ, Δ or anything in the MySQL database using php?",cs_software,0,cs_software_0
"What is the theoretical error bound in the Prime Number Theorem, and how does the Riemann Hypothesis tightly restrict this error term?",mathematics,1,mathematics_1
Explain Clifford Geertz's anthropological methodology of 'thick description' and how he applied it to decode the deep cultural semiotics of the Balinese cockfight.,social_sciences,1,social_sciences_1
"A drop of water is allowed to fall into dry still air at 1atmpressure with a velocity of 225 cm sec^-1.The drop is sphericalin shape with 0.03cm diameter. The temperature of airis 145°F and the surface temperature of the drop is 70°F. The vapor pressure of water at 70°F is 0.0247 atm. Assuming pseudo steady state process, calculate the net rateof evaporation from the water drop.",engineering,1,engineering_1
In what ways is gender applicable to the field of Security Studies?,social_sciences,1,social_sciences_1
How does the historiographical shift from 'decline and fall' to 'transformation' narratives about Rome reflect broader changes in historical methodology?,history_culture,1,history_culture_1
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | She said she didn't want to see the scene in the movie, so I put a blindfold over her eyes so that she couldn't see the scene. Scenario 2 | I scratched my dog's head.",philosophy_ethics,0,philosophy_ethics_0
How functions become operators in quantum mechanics?,physics_chemistry,0,physics_chemistry_0
How does the MPI_Win_fence synchronization mechanism ensure memory consistency in one-sided MPI communication protocols?,hpc,1,hpc_1
Detail the construction of a Lebesgue measure on the real line and explain exactly how it resolves the pathological limitations of Riemann integration.,mathematics,1,mathematics_1
The Omo I cranium discovered along the Omo River in southern Ethiopia demonstrates:,history_culture,0,history_culture_0
Explain the mathematical intuition behind Principal Component Analysis (PCA) and how it maximizes variance by projecting data onto orthogonal eigenvectors.,statistics_ml,1,statistics_ml_1
How does the structural polymorphism of the major histocompatibility complex (MHC) confer population-level immunity against rapidly mutating viral pathogens?,life_sciences,1,life_sciences_1
Is my mac book pro suitable for CUDA?,hpc,0,hpc_0
Division algorithm for multivariate polynomials?,cs_software,1,cs_software_1
"Interestingly, none of the civilizations of ancient South America appear to have developed:",history_culture,0,history_culture_0
"A regression model predicting frequency of tantrums from (a) effectiveness of parental commands, (b) consistency of parental discipline, and (c) parental warmth, would result in a model with:",social_sciences,0,social_sciences_0
Filling tableadapter with stored procedure takes signifigantly longer than running stored procedure in SQL,cs_software,1,cs_software_1
The enforcement mechanism of the International Covenant on Civil and Political Rights (and Protocol) consists of,history_culture,0,history_culture_0
Discuss the impact of the Taiping Rebellion on the structural decentralization of the Qing Dynasty's military apparatus.,history_culture,1,history_culture_1
How does X-ray crystallography utilize Bragg's Law to determine the three-dimensional molecular structure of complex biological macromolecules?,physics_chemistry,1,physics_chemistry_1
Why is the vector sampled from Gaussian or Subgaussian distribution in lattice-based cryptography?,cs_software,1,cs_software_1
"Why did industrialization produce democratic consolidation in Britain but enable authoritarian entrenchment in Prussia, despite similar economic conditions?",history_culture,1,history_culture_1
"A certain molecule acts by binding to cytochrome oxidase A3, the final enzyme in the electron transport chain. Administration of a large dose of this substance to a human would likely:",life_sciences,0,life_sciences_0
If there was zero potential difference between any two points in a circuit would current still flow?,engineering,0,engineering_0
Which type of writing employs the pyramid structure?,social_sciences,0,social_sciences_0
"In Python 3, b = [11,13,15,17,19,21]; print(b[::2]) outputs what?",cs_software,0,cs_software_0
How many regional newspapers are there in the UK?,social_sciences,0,social_sciences_0
Describe the use of principal component analysis (PCA) in identifying damage features from massive structural health monitoring sensor arrays.,engineering,1,engineering_1
How does the MPI_Alltoallv collective operation introduce severe network bisection bandwidth bottlenecks during large-scale unstructured grid simulations?,hpc,1,hpc_1
Select the best translation into predicate logic. David teaches Chris. (c: Chris; d: David; Txy: x teaches y),philosophy_ethics,0,philosophy_ethics_0
How did the physical geography of the Greek peninsula produce political fragmentation that simultaneously enabled cultural experimentation and prevented imperial consolidation?,history_culture,1,history_culture_1
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | My drunk friend insisted I let him drive home, but I drove him instead. Scenario 2 | I played fetch with my dog at the nuclear power plant.",philosophy_ethics,0,philosophy_ethics_0
Is it possible in R (or in general) to force regression coefficients to be a certain sign?,statistics_ml,0,statistics_ml_0
"Analyze the role of collective communication algorithms, such as recursive doubling, in optimizing MPI_Allreduce operations over hypercube network topologies.",hpc,1,hpc_1
Evaluate the constraints of defining the Fourier transform for tempered distributions and how it extends classical Fourier analysis.,mathematics,1,mathematics_1
Analyze the geometric properties of Calabi-Yau manifolds and their absolute necessity for preserving supersymmetry in string theory compactifications.,mathematics,1,mathematics_1
Evaluate the storage I/O contention issues in Lustre file systems when thousands of MPI ranks simultaneously append to a single shared file using MPI-IO.,hpc,1,hpc_1
Run a bash script stored on a screen on my server from a local machine remotely,hpc,0,hpc_0
"In general, how does tripling the sample size change the confidence interval size?",statistics_ml,0,statistics_ml_0
How do I reduce amps in a DC circuit?,engineering,0,engineering_0
Is the continuity of a vector field enough for the existence of the solution of a differential equation?,mathematics,1,mathematics_1
"Why do non-blocking MPI collectives, such as MPI_Iallreduce, sometimes fail to effectively overlap communication and computation on standard InfiniBand networks without dedicated hardware offloading?",hpc,1,hpc_1
How to calculate the threshold value for numeric attributes in Quinlan's C4.5 algorithm?,cs_software,1,cs_software_1
